MouseName,MouseId,HumanName,HumanId,RatName,RatId,FlyName,FlyId,FishName,FishId,YeastName,YeastId,homologId,COSMIC,CGC,Study,PubMedId,Effect,CISAddress,Rank,Cancer,Studies
Arap1,69710,ARAP1,116985,Arap1,361617,NA,NA,LOC100332526,100332526,NA,NA,12326,TRUE,FALSE,Kodama 2016-01,27178121,N/A,7:101348067-101412586,D,Liver Cancer,3
Tm2d2,69742,TM2D2,83877,Tm2d2,290833,CG11103,32342,tm2d2,436913,NA,NA,12328,TRUE,FALSE,Takeda 2016-01,27006499,N/A,8:25017211-25023259,D,Gastric Cancer,1
Mzb1,69816,MZB1,51237,Mzb1,291675,NA,NA,NA,NA,NA,NA,12333,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Fyttd1,69823,FYTTD1,84248,Fyttd1,360726,NA,NA,NA,NA,NA,NA,12334,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:32877500-32908875,D,Blood Cancer,1
Glod5,69824,GLOD5,392465,Glod5,302554,NA,NA,zgc:112315,553706,NA,NA,12335,TRUE,FALSE,Rad 2010-01,20947725,N/A,X:7892348-8005467,N/A,Blood Cancer,2
Glod5,69824,GLOD5,392465,Glod5,302554,NA,NA,zgc:112315,553706,NA,NA,12335,TRUE,FALSE,Van der Weyden 2013-02,22370638,N/A,,N/A,Blood Cancer,2
Ppp1r35,69871,PPP1R35,221908,NA,NA,NA,NA,NA,NA,NA,NA,12337,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Trmt10b,69934,TRMT10B,158234,Trmt10b,298081,NA,NA,trmt10b,768135,NA,NA,12340,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Cmtm8,70031,CMTM8,152189,Cmtm8,301045,NA,NA,zgc:158657,791163,NA,NA,12345,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:114789344-114844152,D,Liver Cancer,2
Cmtm8,70031,CMTM8,152189,Cmtm8,301045,NA,NA,zgc:158657,791163,NA,NA,12345,TRUE,FALSE,Kodama 2016-01,27178121,N/A,9:114789345-114844152,D,Liver Cancer,2
Golm1,105348,GOLM1,51280,Golm1,680692,NA,NA,NA,NA,NA,NA,12346,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,4
Golm1,105348,GOLM1,51280,Golm1,680692,NA,NA,NA,NA,NA,NA,12346,TRUE,FALSE,Morris 2016-01,27790711,N/A,13:59636639-59672639,D,Colorectal Cancer,4
Golm1,105348,GOLM1,51280,Golm1,680692,NA,NA,NA,NA,NA,NA,12346,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,13:59637874-59637874,D,Pancreatic Cancer,4
Golm1,105348,GOLM1,51280,Golm1,680692,NA,NA,NA,NA,NA,NA,12346,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,13:59637721-59637721,D,Pancreatic Cancer,4
Fam213a,70564,FAM213A,84293,RGD1309676,361118,NA,NA,fam213aa,323739,NA,NA,12356,FALSE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Zfp398,272347,ZNF398,57541,Zfp398,500108,NA,NA,NA,NA,NA,NA,12358,TRUE,FALSE,Guo 2016-01,26676752,N/A,6:47835661-47873537,C,Blood Cancer,3
Zfp398,272347,ZNF398,57541,Zfp398,500108,NA,NA,NA,NA,NA,NA,12358,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Zfp398,272347,ZNF398,57541,Zfp398,500108,NA,NA,NA,NA,NA,NA,12358,TRUE,FALSE,Vyazunova 2014-01,25423036,N/A,6:47811924-48107101,B,Nervous System Cancer,3
Sugp1,70616,SUGP1,57794,Sugp1,290666,NA,NA,sugp1,100073344,NA,NA,12360,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:70042813-70072347,C,Blood Cancer,2
Sugp1,70616,SUGP1,57794,Sugp1,290666,NA,NA,sugp1,100073344,NA,NA,12360,TRUE,FALSE,Takeda 2015-01,25559195,N/A,8:70034727-70049365,C,Colorectal Cancer,2
Usp38,74841,USP38,84640,Usp38,307764,NA,NA,usp38,563778,NA,NA,12367,TRUE,FALSE,Xu 2017-01,28062688,Loss,8:80980733-81014928,N/A,Liver Cancer,1
Pgm2l1,70974,PGM2L1,283209,Pgm2l1,685076,NA,NA,pgm2l1,449945,NA,NA,12374,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:100227394-100278868,B,Blood Cancer,2
Pgm2l1,70974,PGM2L1,283209,Pgm2l1,685076,NA,NA,pgm2l1,449945,NA,NA,12374,TRUE,FALSE,March 2011-01,22057237,N/A,7:100200430-100276957,D,Colorectal Cancer,2
Phf6,70998,PHF6,84295,Phf6,100359714,NA,NA,phf6,327070,NA,NA,12375,TRUE,TRUE,Rangel 2016-01,27849608,N/A,X:52912266-52956943,D,Breast Cancer,1
Spats1,71020,SPATS1,221409,Spats1,301255,NA,NA,NA,NA,NA,NA,12376,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:45448937-45474938,B,Blood Cancer,1
Pcgf6,71041,PCGF6,84108,Pcgf6,309457,NA,NA,pcgf6,555238,NA,NA,12378,TRUE,FALSE,Guo 2016-01,26676752,N/A,19:47033619-47050845,C,Blood Cancer,2
Pcgf6,71041,PCGF6,84108,Pcgf6,309457,NA,NA,pcgf6,555238,NA,NA,12378,TRUE,FALSE,Van der Weyden 2013-01,22370638,N/A,,N/A,Blood Cancer,2
Eri2,71151,ERI2,112479,Eri2,691484,Snp,37511,NA,NA,NA,NA,12383,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:119768679-119794058,D,Blood Cancer,1
Kctd6,71393,KCTD6,200845,Kctd6,305792,NA,NA,kctd6a,100008047,NA,NA,12392,TRUE,FALSE,Guo 2016-01,26676752,N/A,14:8214148-8223567,D,Blood Cancer,2
Kctd6,71393,KCTD6,200845,Kctd6,305792,NA,NA,kctd6a,100008047,NA,NA,12392,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Ankrd40,71452,ANKRD40,91369,Ankrd40,690586,NA,NA,LOC100005118,100005118,NA,NA,12393,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,11:94328000-94341847,B,Liver Cancer,5
Ankrd40,71452,ANKRD40,91369,Ankrd40,690586,NA,NA,LOC100005118,100005118,NA,NA,12393,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:94328001-94341841,D,Blood Cancer,5
Ankrd40,71452,ANKRD40,91369,Ankrd40,690586,NA,NA,LOC100005118,100005118,NA,NA,12393,TRUE,FALSE,Kodama 2016-01,27178121,N/A,11:94328001-94341841,C,Liver Cancer,5
Ankrd40,71452,ANKRD40,91369,Ankrd40,690586,NA,NA,LOC100005118,100005118,NA,NA,12393,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,5
Ankrd40,71452,ANKRD40,91369,Ankrd40,690586,NA,NA,LOC100005118,100005118,NA,NA,12393,TRUE,FALSE,Takeda 2016-01,27006499,N/A,11:94328001-94341841,D,Gastric Cancer,5
Mettl7b,71664,METTL7B,196410,Mettl7b,366792,NA,NA,NA,NA,NA,NA,12400,TRUE,FALSE,Guo 2016-01,26676752,N/A,10:128958277-128960988,D,Blood Cancer,1
Tmem25,71687,TMEM25,84866,Tmem25,689172,NA,NA,NA,NA,NA,NA,12403,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:44793778-44799216,D,Liver Cancer,2
Tmem25,71687,TMEM25,84866,Tmem25,689172,NA,NA,NA,NA,NA,NA,12403,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Pnpt1,71701,PNPT1,87178,Pnpt1,360992,CG11337,43710,pnpt1,100750260,NA,NA,12404,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:29130744-29161828,A,Blood Cancer,2
Pnpt1,71701,PNPT1,87178,Pnpt1,360992,CG11337,43710,pnpt1,100750260,NA,NA,12404,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Rhpn2,52428,RHPN2,85415,Rhpn2,308516,Rhp,32531,rhpn2,321330,NA,NA,12407,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:35334170-35392289,D,Blood Cancer,4
Rhpn2,52428,RHPN2,85415,Rhpn2,308516,Rhp,32531,rhpn2,321330,NA,NA,12407,TRUE,FALSE,March 2011-01,22057237,N/A,7:35311727-35361764,D,Colorectal Cancer,4
Rhpn2,52428,RHPN2,85415,Rhpn2,308516,Rhp,32531,rhpn2,321330,NA,NA,12407,TRUE,FALSE,Morris 2016-01,27790711,N/A,7:35335981-35392981,D,Colorectal Cancer,4
Rhpn2,52428,RHPN2,85415,Rhpn2,308516,Rhp,32531,rhpn2,321330,NA,NA,12407,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,7:35363957-35363957,D,Pancreatic Cancer,4
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,15:78439666-78468634,D,Liver Cancer,6
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Guo 2016-01,26676752,N/A,15:78439668-78468634,B,Blood Cancer,6
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Kodama 2016-01,27178121,N/A,15:78439668-78468634,D,Liver Cancer,6
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Rad 2010-01,20947725,N/A,15:78485639-78511748,N/A,Blood Cancer,6
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Van der Weyden 2013-01,22370638,N/A,,N/A,Blood Cancer,6
Tmprss6,71753,TMPRSS6,164656,Tmprss6,315388,NA,NA,NA,NA,NA,NA,12408,TRUE,FALSE,Van der Weyden 2013-02,22370638,N/A,,N/A,Blood Cancer,6
Raver1,71766,RAVER1,125950,Raver1,298705,NA,NA,NA,NA,NA,NA,12410,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:21074164-21091988,D,Liver Cancer,2
Raver1,71766,RAVER1,125950,Raver1,298705,NA,NA,NA,NA,NA,NA,12410,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Shroom1,71774,SHROOM1,134549,Shroom1,287285,NA,NA,NA,NA,NA,NA,12411,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:53457205-53467766,D,Blood Cancer,2
Shroom1,71774,SHROOM1,134549,Shroom1,287285,NA,NA,NA,NA,NA,NA,12411,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
8-Mar,71779,8-Mar,220972,8-Mar,312656,NA,NA,8-Mar,567818,NA,NA,12412,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,6:116338122-116409540,D,Liver Cancer,1
Syce2,71846,SYCE2,256126,Syce2,364976,NA,NA,NA,NA,NA,NA,12414,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:84872111-84888221,D,Blood Cancer,2
Syce2,71846,SYCE2,256126,Syce2,364976,NA,NA,NA,NA,NA,NA,12414,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Wdr16,71860,WDR16,146845,Wdr16,303233,CG10064,38761,wdr16,553666,NA,NA,12416,FALSE,FALSE,Morris 2016-01,27790711,N/A,11:67911098-67928098,D,Colorectal Cancer,1
Jsrp1,71912,JSRP1,126306,Jsrp1,690423,NA,NA,NA,NA,NA,NA,12422,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Itfg1,71927,ITFG1,81533,Itfg1,171083,CG7739,39684,itfg1,100331534,NA,NA,12423,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:85717578-85840921,C,Blood Cancer,1
Endod1,71946,ENDOD1,23052,Endod1,363015,NA,NA,NA,NA,NA,NA,12425,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:14353990-14381242,D,Blood Cancer,1
Rnf135,71956,RNF135,84282,Rnf135,303350,NA,NA,NA,NA,NA,NA,12427,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:80183851-80199757,D,Blood Cancer,1
Esco2,71988,ESCO2,157570,Esco2,691979,NA,NA,esco2,445395,NA,NA,12432,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Fbxo22,71999,FBXO22,26263,Fbxo22,300724,NA,NA,fbxo22,556909,NA,NA,12433,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:55208934-55224433,D,Liver Cancer,3
Fbxo22,71999,FBXO22,26263,Fbxo22,300724,NA,NA,fbxo22,556909,NA,NA,12433,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:55208925-55224433,D,Blood Cancer,3
Fbxo22,71999,FBXO22,26263,Fbxo22,300724,NA,NA,fbxo22,556909,NA,NA,12433,TRUE,FALSE,Kodama 2016-01,27178121,N/A,9:55208925-55224433,D,Liver Cancer,3
Tmem68,72098,TMEM68,137695,Tmem68,312946,CG34348,32072,tmem68,393464,NA,NA,12440,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:3549041-3574853,D,Blood Cancer,1
Zbed3,72114,ZBED3,84327,Zbed3,361881,NA,NA,NA,NA,NA,NA,12442,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:95325237-95337841,D,Blood Cancer,1
Cep89,72140,CEP89,84902,Cep89,292811,NA,NA,cep89,393852,NA,NA,12444,TRUE,TRUE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Strada,72149,STRADA,92335,Strada,303605,Stlk,3355135,strada,334550,NA,NA,12448,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:106163330-106202168,D,Blood Cancer,3
Strada,72149,STRADA,92335,Strada,303605,Stlk,3355135,strada,334550,NA,NA,12448,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Strada,72149,STRADA,92335,Strada,303605,Stlk,3355135,strada,334550,NA,NA,12448,TRUE,FALSE,Takeda 2016-01,27006499,Loss,11:106129627-106217654,B,Gastric Cancer,3
Frmd6,319710,FRMD6,122786,Frmd6,257646,NA,NA,frmd6,321937,NA,NA,12449,TRUE,FALSE,Chen 2017-01,28251929,N/A,12:70866266-70868931,C,Breast Cancer,5
Frmd6,319710,FRMD6,122786,Frmd6,257646,NA,NA,frmd6,321937,NA,NA,12449,TRUE,FALSE,Guo 2016-01,26676752,N/A,12:70825514-70902232,D,Blood Cancer,5
Frmd6,319710,FRMD6,122786,Frmd6,257646,NA,NA,frmd6,321937,NA,NA,12449,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,5
Frmd6,319710,FRMD6,122786,Frmd6,257646,NA,NA,frmd6,321937,NA,NA,12449,TRUE,FALSE,Perna 2015-01,25624498,N/A,12:70864116-70864116,C,Skin Cancer,5
Frmd6,319710,FRMD6,122786,Frmd6,257646,NA,NA,frmd6,321937,NA,NA,12449,TRUE,FALSE,Quintana 2012-01,22832494,N/A,12:70825514-70902232,D,Skin Cancer,5
Cenpn,72155,CENPN,55839,Cenpn,361416,NA,NA,cenpn,368856,NA,NA,12450,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:116921730-116941507,D,Blood Cancer,1
Nsun4,72181,NSUN4,387338,Nsun4,298426,CG4749,33293,nsun4,494106,NA,NA,12455,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:116032842-116053876,D,Blood Cancer,2
Nsun4,72181,NSUN4,387338,Nsun4,298426,CG4749,33293,nsun4,494106,NA,NA,12455,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Oraov1,72284,ORAOV1,220064,Oraov1,309136,NA,NA,oraov1,563810,NA,NA,12457,FALSE,FALSE,Van der Weyden 2013-01,22370638,N/A,,N/A,Blood Cancer,1
Nkd2,72293,NKD2,85409,Nkd2,308068,NA,NA,nkd2b,794221,NA,NA,12459,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Nkd2,72293,NKD2,85409,Nkd2,308068,NA,NA,nkd2b,794221,NA,NA,12459,TRUE,FALSE,Perna 2015-01,25624498,N/A,13:73825874-73825874,B,Skin Cancer,2
Tmem175,72392,TMEM175,84286,Tmem175,305623,NA,NA,tmem175,100002086,NA,NA,12461,TRUE,FALSE,Morris 2016-01,27790711,N/A,5:108629770-108648782,D,Colorectal Cancer,1
Acbd6,72482,ACBD6,84320,Acbd6,289125,CG33713,3771728,acbd6,324090,NA,NA,12465,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:155558120-155691330,C,Blood Cancer,1
Exosc6,72544,EXOSC6,118460,Exosc6,307850,NA,NA,exosc6,326786,NA,NA,12469,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,8:111056338-111057599,C,Liver Cancer,2
Exosc6,72544,EXOSC6,118460,Exosc6,307850,NA,NA,exosc6,326786,NA,NA,12469,TRUE,FALSE,Kodama 2016-01,27178121,N/A,8:111056339-111057664,D,Liver Cancer,2
Anks3,72615,ANKS3,124401,Anks3,302937,NA,NA,zgc:172142,100136846,NA,NA,12475,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,16:4953503-4953503,D,Pancreatic Cancer,1
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,6:113077638-113153424,A,Liver Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Guo 2016-01,26676752,N/A,6:113077365-113153435,A,Blood Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Heltemes-Harris 2016-01,26500062,N/A,6:113077638-113153424,C,Blood Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Kodama 2016-01,27178121,N/A,6:113077365-113153435,A,Liver Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Kodama 2016-02,27247392,N/A,6:113077365-113153435,B,Liver Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Koso 2012-01,23045694,N/A,6:113077365-113153435,C,Nervous System Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Mann 2012-01,22421440,Loss,6:113099329-113099329,D,Pancreatic Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,March 2011-01,22057237,N/A,6:113034007-113186914,A,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Morris 2016-01,27790711,N/A,6:113077906-113146906,A,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,6:113108003-113108003,A,Pancreatic Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,6:113124603-113124603,A,Pancreatic Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Rad 2015-01,25485836,N/A,6:113070893-113090893,D,Pancreatic Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Rahrmann 2013-01,23685747,N/A,6:113077365-113153435,C,Nervous System Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Rahrmann 2013-02,23685747,N/A,6:113077365-113153435,C,Nervous System Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Rahrmann 2013-04,23685747,Loss,6:113077365-113153435,C,Nervous System Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Rangel 2016-01,27849608,N/A,6:112531700-113737091,A,Breast Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Starr 2011-01,21436051,N/A,6:113089139-113150182,D,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Takeda 2015-01,25559195,N/A,6:113086114-113094913,D,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Takeda 2015-02,25559195,N/A,6:113071589-113137603,C,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Takeda 2015-03,25559195,N/A,6:113062373-113166519,A,Colorectal Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Takeda 2016-01,27006499,Loss,6:113057800-113158984,A,Gastric Cancer,22
Setd5,72895,SETD5,55209,Setd5,297514,NA,NA,setd5,570278,NA,NA,12485,TRUE,FALSE,Wong 2014-01,24316979,N/A,6:113085260-113085260,D,Blood Cancer,22
Cnih3,72978,CNIH3,149111,Cnih3,690252,NA,NA,cnih3,564015,NA,NA,12486,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:181352628-181460641,B,Blood Cancer,1
Prrc1,73137,PRRC1,133619,Prrc1,291444,NA,NA,prrc1,474330,NA,NA,12491,TRUE,FALSE,Kodama 2016-01,27178121,N/A,18:57354733-57392719,D,Liver Cancer,1
Dcbld2,73379,DCBLD2,131566,Dcbld2,155696,NA,NA,NA,NA,NA,NA,12499,TRUE,FALSE,Kodama 2016-02,27247392,N/A,16:58408443-58469727,B,Liver Cancer,2
Dcbld2,73379,DCBLD2,131566,Dcbld2,155696,NA,NA,NA,NA,NA,NA,12499,TRUE,FALSE,Perna 2015-01,25624498,N/A,16:58446064-58446064,D,Skin Cancer,2
Zbtb8a,73680,ZBTB8A,653121,Zbtb8a,313049,NA,NA,zgc:136874,678523,NA,NA,12506,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Ttc7,225049,TTC7A,57217,Ttc7a,362696,NA,NA,ttc7a,559345,NA,NA,12515,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,17:87282885-87381770,D,Liver Cancer,3
Ttc7,225049,TTC7A,57217,Ttc7a,362696,NA,NA,ttc7a,559345,NA,NA,12515,TRUE,FALSE,Chen 2017-01,28251929,N/A,17:86982502-88418449,C,Breast Cancer,3
Ttc7,225049,TTC7A,57217,Ttc7a,362696,NA,NA,ttc7a,559345,NA,NA,12515,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:87282886-87381769,C,Blood Cancer,3
Phf19,74016,PHF19,26147,Phf19,296653,Pcl,37069,phf13,560078,NA,NA,12524,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:34893757-34914026,A,Blood Cancer,1
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,16:5013901-5049910,D,Liver Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:5013906-5049910,D,Blood Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Kodama 2016-01,27178121,N/A,16:5013906-5049910,D,Liver Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Morris 2016-01,27790711,N/A,16:5013906-5049910,D,Colorectal Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Takeda 2015-01,25559195,N/A,16:5027620-5049388,C,Colorectal Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Takeda 2015-02,25559195,N/A,16:5010494-5043847,A,Colorectal Cancer,7
Glyr1,74022,GLYR1,84656,Glyr1,360477,CG4747,192507,glyr1,493611,NA,NA,12525,TRUE,FALSE,Takeda 2016-01,27006499,N/A,16:5013906-5049910,D,Gastric Cancer,7
Tjap1,74094,TJAP1,93643,Tjap1,316233,NA,NA,LOC566060,566060,NA,NA,12534,TRUE,FALSE,Moriarity 2015-02,25961939,Loss,17:46257851-46283026,D,Sarcoma,1
Hvcn1,74096,HVCN1,84329,Hvcn1,304485,NA,NA,hvcn1,436618,NA,NA,12535,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,17:47867132-47924632,D,Liver Cancer,6
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,Guo 2016-01,26676752,N/A,17:47867133-47924645,D,Blood Cancer,6
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,Mann 2012-01,22421440,Gain,17:47892442-47892442,C,Pancreatic Cancer,6
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,March 2011-01,22057237,N/A,17:47868449-47970320,C,Colorectal Cancer,6
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,Morris 2016-01,27790711,N/A,17:47879851-47920851,B,Colorectal Cancer,6
Foxp4,74123,FOXP4,116113,Foxp4,363185,NA,NA,foxp4,557245,NA,NA,12536,TRUE,FALSE,Takeda 2015-03,25559195,N/A,17:47889078-47903605,D,Colorectal Cancer,6
Acot12,74156,ACOT12,134526,Acot12,170570,NA,NA,LOC100536873,100536873,NA,NA,12540,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,13:91741520-91786148,D,Liver Cancer,2
Acot12,74156,ACOT12,134526,Acot12,170570,NA,NA,LOC100536873,100536873,NA,NA,12540,TRUE,FALSE,Kodama 2016-01,27178121,N/A,13:91741512-91786148,D,Liver Cancer,2
Stk40,74178,STK40,83931,Stk40,360230,NA,NA,stk40,564859,NA,NA,12542,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,4:126103956-126141028,D,Liver Cancer,4
Stk40,74178,STK40,83931,Stk40,360230,NA,NA,stk40,564859,NA,NA,12542,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:126103972-126141029,D,Blood Cancer,4
Stk40,74178,STK40,83931,Stk40,360230,NA,NA,stk40,564859,NA,NA,12542,TRUE,FALSE,Kodama 2016-01,27178121,N/A,4:126103972-126141029,D,Liver Cancer,4
